customer_id,order_id,order_size,customers_unique_products_count_total,customers_unique_brands_count_total,customers_unique_category_count_total
5723,3504,1,1,1,1
5727,1817,2,2,2,2
5735,3439,2,2,2,1
5738,2249,2,2,2,2
5748,4722,1,1,1,1
5751,4776,5,5,5,5
5751,4777,5,5,5,5
5754,3894,1,1,1,1
5757,3166,1,1,1,1
5760,2485,3,3,3,3
5766,2259,3,3,3,3
5769,4181,1,1,1,1
5785,4236,1,1,1,1
5789,3235,2,2,2,2
5789,3236,2,2,2,2
5789,3237,2,2,2,2
5792,1897,1,1,1,1
5804,2381,6,6,6,5
5811,1816,1,1,1,1
5812,4608,1,1,1,1
5816,4616,2,2,2,2
5817,4459,2,2,2,2
5823,2220,3,3,3,3
5825,3041,2,1,1,1
5826,4457,1,1,1,1
5829,2364,2,2,2,2
5830,3461,2,2,2,2
5832,2877,3,3,3,3
5832,2878,3,3,3,3
5835,2495,1,4,4,4
5835,2499,4,4,4,4
5847,3253,1,1,1,1
5863,5064,2,2,2,2
5864,4809,3,3,3,3
5878,2862,2,2,2,2
5880,5056,1,1,1,1
5892,2446,2,2,2,2
5893,1996,1,1,1,1
5895,3960,1,1,1,1
5898,2772,1,5,5,5
5898,4089,4,5,5,5
5901,4306,1,1,1,1
5911,5068,1,1,1,1
5915,3724,1,1,1,1
5916,4129,5,5,5,5
5938,3521,4,4,4,4
5941,3593,1,1,1,1
5950,3900,1,1,1,1
5951,1934,1,6,6,5
5951,1938,2,6,6,5
5951,2342,4,6,6,5
5954,1929,1,1,1,1
5959,4173,2,2,2,1
5962,2102,1,1,1,1
5964,4710,2,2,2,1
5970,2049,3,3,3,3
5971,1931,3,3,3,3
5975,3021,7,7,7,7
5988,3162,1,1,1,1
5993,4688,2,2,2,2
5996,2633,1,1,1,1
6005,2954,2,2,2,2
6005,2955,2,2,2,2
6006,2063,2,2,2,2
6007,3945,2,2,2,2
6013,2212,1,1,1,1
6023,3956,1,1,1,1
6025,2374,1,1,1,1
6026,3918,1,1,1,1
6038,3150,3,4,4,4
6038,4094,1,4,4,4
6044,3982,1,1,1,1
6047,3580,2,2,2,2
6050,3942,1,1,1,1
6051,3650,4,4,4,3
6054,3727,2,2,2,2
6059,4823,1,1,1,1
6061,2451,1,1,1,1
6064,3249,3,6,6,6
6064,3317,3,6,6,6
6069,2379,2,2,2,2
6070,2399,1,1,1,1
6072,2961,2,2,2,2
6081,4152,2,2,2,2
6081,4153,2,2,2,2
6082,2665,2,3,3,3
6082,2666,2,3,3,3
6082,2667,2,3,3,3
6082,3868,1,3,3,3
6085,4581,2,2,2,2
6086,2574,1,1,1,1
6087,1957,1,2,2,2
6087,4743,1,2,2,2
6088,4038,2,2,2,2
6094,4097,1,1,1,1
6095,2602,1,1,1,1
6098,4244,2,2,2,2
6099,2887,3,3,3,3
6100,4929,1,4,4,4
6100,4930,1,4,4,4
6100,4931,4,4,4,4
6117,3056,1,1,1,1
6119,2092,2,2,2,2
6124,3104,4,4,4,4
6124,3105,4,4,4,4
6143,3334,1,1,1,1
6150,2007,1,1,1,1
6150,2010,1,1,1,1
6152,4364,1,1,1,1
6173,4599,2,2,2,2
6173,4600,2,2,2,2
6177,2477,1,1,1,1
6180,4970,2,2,2,2
6183,2873,2,2,2,2
6186,3107,2,2,2,2
6192,3630,2,2,2,2
6193,2660,4,4,4,4
6193,2662,4,4,4,4
6207,4224,1,1,1,1
6211,2414,2,2,2,2
6212,3599,1,1,1,1
6221,4752,2,2,2,2
6222,3091,1,1,1,1
6228,2246,1,1,1,1
6229,3224,2,2,2,2
6230,3135,1,6,6,6
6230,3145,6,6,6,6
6258,2427,1,1,1,1
6275,2187,3,3,2,3
6276,3786,2,3,3,3
6276,3793,3,3,3,3
6286,4554,1,1,1,1
6286,4555,1,1,1,1
6291,2811,2,2,2,2
6294,2677,1,1,1,1
6303,4844,1,1,1,1
6306,2157,2,2,2,2
6307,3911,1,1,1,1
6310,4051,1,1,1,1
6316,2223,4,4,4,4
6318,2626,1,1,1,1
6318,2627,1,1,1,1
6320,4453,1,1,1,1
6320,4455,1,1,1,1
6321,4924,2,2,2,2
6326,4124,1,1,1,1
6327,4805,2,2,2,2
6330,3688,3,3,3,3
6336,4818,1,1,1,1
6337,2297,3,3,3,3
6351,4989,1,1,1,1
6354,4637,3,3,3,3
6356,2678,1,1,1,1
6363,2386,1,1,1,1
6363,2387,1,1,1,1
6365,3061,1,1,1,1
6375,2879,2,2,2,2
6387,2762,3,4,4,4
6387,3050,1,4,4,4
6394,4365,2,2,2,2
6394,4366,2,2,2,2
6397,4037,7,6,6,6
6401,2604,2,2,2,2
6401,2605,2,2,2,2
6409,3425,3,3,3,3
6413,3666,2,2,2,2
6415,2300,3,3,3,3
6436,2852,1,1,1,1
6445,4414,2,2,2,2
6455,3029,3,3,3,3
6458,2622,4,4,4,4
6469,5031,3,3,3,3
6475,3618,3,5,5,4
6475,4689,2,5,5,4
6478,2872,1,1,1,1
6480,2768,2,2,2,2
6487,3196,5,5,5,3
6507,3149,2,2,2,2
6519,3566,2,2,2,2
6524,2317,3,3,3,3
6534,3075,2,2,2,2
6537,3500,2,2,2,2
6541,2320,1,1,1,1
6551,2856,1,1,1,1
6551,2857,1,1,1,1
6551,2858,1,1,1,1
6560,2774,1,1,1,1
6564,3332,3,3,3,3
6572,4984,1,1,1,1
6572,4985,1,1,1,1
6579,4174,1,2,2,2
6579,4177,2,2,2,2
6597,3335,2,2,2,2
6599,2726,2,2,2,2
6611,2682,2,2,2,2
6613,2481,1,1,1,1
6614,2363,4,4,4,4
6616,2517,2,2,2,2
6616,2518,2,2,2,2
6620,4850,2,4,3,3
6620,4917,2,4,3,3
6638,4498,6,6,6,5
6645,4466,1,1,1,1
6646,4693,1,1,1,1
6654,2855,1,1,1,1
6656,4078,1,1,1,1
6665,2603,2,2,2,2
6666,3197,1,1,1,1
6668,3246,1,1,1,1
6669,3449,1,1,1,1
6675,3497,1,1,1,1
6690,2818,2,2,2,2
6695,4501,1,1,1,1
6695,4502,1,1,1,1
6701,3206,1,1,1,1
6712,4293,3,3,3,3
6714,4424,2,2,2,2
6722,4569,1,1,1,1
6726,3978,1,1,1,1
6727,2621,4,4,4,4
6731,2339,1,1,1,1
6741,4390,3,3,3,3
6742,4946,2,2,2,2
6757,2938,1,1,1,1
6781,2745,1,1,1,1
6782,2561,2,3,3,3
6782,2563,3,3,3,3
6786,4312,1,1,1,1
6787,3182,5,5,5,5
6810,4617,2,2,2,2
6819,2902,2,2,2,2
6821,3464,1,1,1,1
6825,5076,1,1,1,1
6825,5077,1,1,1,1
6830,2941,2,2,2,2
6830,2942,2,2,2,2
6854,4223,1,1,1,1
6877,5059,2,5,5,5
6877,5065,5,5,5,5
6903,2560,2,2,2,2
6906,3230,1,1,1,1
6914,4665,3,3,3,3
6920,4057,3,4,4,4
6920,4543,1,4,4,4
6939,4733,2,2,2,2
6951,3015,2,2,2,1
6952,4317,2,2,2,2
6991,4454,3,4,4,4
6991,4462,4,4,4,4
7001,4384,2,2,2,2
7005,3099,3,3,3,3
7009,3625,2,2,2,2
7016,3678,6,6,6,5
7017,3994,2,2,2,2
7032,3863,1,6,6,6
7032,4867,5,6,6,6
7032,4868,5,6,6,6
7033,3209,4,4,4,3
7041,4063,1,1,1,1
7042,3633,7,7,7,4
7048,4082,1,1,1,1
7060,3258,2,2,2,2
7065,4765,2,2,2,2
7066,3024,1,1,1,1
7067,4641,2,2,2,2
7068,3299,3,3,3,2
7079,3961,1,1,1,1
7089,2606,1,1,1,1
7096,3065,3,3,3,3
7110,3312,3,3,3,3
7117,3393,2,2,2,2
7119,3811,6,6,5,6
7120,5093,1,1,1,1
7139,3973,1,1,1,1
7140,2978,5,5,5,5
7140,2980,5,5,5,5
7154,4630,1,1,1,1
7156,4206,1,1,1,1
7162,3897,1,1,1,1
7179,4256,6,6,6,6
7207,3171,2,2,2,2
7207,3173,2,2,2,2
7213,3446,2,2,2,2
7218,5104,1,1,1,1
7220,3713,1,1,1,1
7232,4059,2,2,2,2
7236,5109,2,2,2,2
7263,3759,2,2,2,2
7263,3761,2,2,2,2
7265,3320,3,3,3,3
7295,4833,7,7,7,4
7304,4060,2,2,2,2
7309,3155,1,1,1,1
7319,4562,1,1,1,1
7347,4222,1,1,1,1
7358,3704,1,1,1,1
7365,3758,2,2,2,2
7382,4541,1,1,1,1
7393,3272,1,1,1,1
7402,3707,2,2,2,2
7407,4151,2,2,2,2
7434,4567,4,4,4,3
7442,3722,2,2,2,2
7447,4029,3,3,2,3
7451,5083,1,1,1,1
7452,4725,2,2,2,2
7458,2863,3,3,3,3
7474,3140,5,5,5,5
7480,4429,1,1,1,1
7486,4730,1,1,1,1
7491,3819,2,2,2,2
7491,3820,2,2,2,2
7506,4011,3,3,3,3
7517,3398,2,2,2,2
7519,2912,3,3,3,3
7524,3506,1,2,2,2
7524,3509,2,2,2,2
7531,4584,1,1,1,1
7534,2972,2,2,2,2
7539,4045,1,1,1,1
7554,4218,1,1,1,1
7608,4848,2,2,2,2
7623,4362,1,1,1,1
7645,3243,2,2,2,2
7675,4475,2,2,2,2
7682,3756,3,3,3,3
7689,3289,4,4,4,4
7690,4105,3,3,3,3
7699,3636,1,1,1,1
7701,4531,2,2,2,2
7710,4000,1,1,1,1
7718,4268,1,1,1,1
7761,4104,4,4,4,4
7766,3528,1,1,1,1
7771,3245,1,1,1,1
7774,4939,2,2,2,2
7777,3376,1,1,1,1
7781,4321,1,1,1,1
7781,4322,1,1,1,1
7815,4247,1,1,1,1
7819,3178,1,1,1,1
7822,3996,1,1,1,1
7822,3997,1,1,1,1
7828,4165,1,1,1,1
7828,4167,1,1,1,1
7860,3628,2,2,2,2
7862,3347,2,2,2,2
7871,3184,4,4,4,4
7887,4339,1,1,1,1
7888,4774,5,5,5,5
7897,3457,2,2,2,2
7899,4829,1,1,1,1
7901,4383,2,2,2,2
7915,4221,2,2,2,2
7920,4644,4,4,4,4
7946,4417,2,2,2,2
7954,4282,1,1,1,1
7975,3269,3,3,3,2
7983,4499,4,4,3,4
7986,4203,3,3,3,3
7991,3766,1,1,1,1
8007,3629,2,2,2,2
8015,4016,3,3,3,3
8036,4972,2,2,2,2
8054,4556,1,1,1,1
8057,4878,1,1,1,1
8067,4865,2,2,2,2
8081,3644,1,1,1,1
8102,4194,2,2,2,2
8107,4343,1,1,1,1
8114,3821,4,5,5,5
8114,4794,1,5,5,5
8114,4795,1,5,5,5
8114,4796,1,5,5,5
8123,3539,4,4,3,4
8141,4773,2,2,2,1
8147,4056,4,4,4,4
8155,4231,2,2,2,2
8157,4195,1,1,1,1
8166,4418,2,2,2,2
8175,3571,2,2,2,2
8204,4070,2,2,2,2
8214,3664,1,1,1,1
8214,3665,1,1,1,1
8218,4307,2,2,2,2
8223,4962,3,3,3,3
8238,3845,3,3,3,2
8266,4394,3,3,3,3
8271,4656,3,3,3,3
8292,5038,1,1,1,1
8317,3696,1,1,1,1
8337,4227,5,5,5,4
8338,4596,1,1,1,1
8359,3590,4,4,4,3
8365,4265,2,2,2,2
8390,3921,4,4,4,4
8399,3606,2,3,3,3
8399,3612,3,3,3,3
8400,5099,3,3,3,3
8407,4287,1,1,1,1
8407,4288,1,1,1,1
8427,3767,1,1,1,1
8430,5103,1,1,1,1
8436,4594,3,3,3,3
8436,4595,3,3,3,3
8437,4460,2,2,2,2
8440,4044,1,1,1,1
8463,4963,3,3,3,3
8468,4482,2,2,2,1
8479,4536,1,1,1,1
8485,4335,4,4,4,4
8485,4336,4,4,4,4
8485,4338,4,4,4,4
8488,3876,1,1,1,1
8505,4304,3,4,4,4
8505,4419,1,4,4,4
8505,4422,1,4,4,4
8539,3937,2,2,2,2
8539,3938,2,2,2,2
8539,3939,2,2,2,2
8540,3828,4,4,4,4
8558,5079,5,5,5,4
8573,3822,1,1,1,1
8577,4076,1,1,1,1
8584,4841,1,1,1,1
8602,4534,4,4,3,4
8625,4830,1,1,1,1
8666,4346,3,3,3,3
8670,5050,3,3,3,2
8690,4819,1,1,1,1
8785,4411,2,2,2,2
8795,4199,1,1,1,1
8806,4707,2,2,2,2
8834,4028,4,4,4,4
8835,4519,1,1,1,1
8849,4275,2,2,2,2
8863,4509,1,1,1,1
8864,4548,2,2,2,2
8888,4080,1,1,1,1
8913,4651,1,1,1,1
8915,5085,1,1,1,1
8915,5086,1,1,1,1
8923,5028,1,1,1,1
8936,4050,1,1,1,1
8944,4229,1,1,1,1
8987,4359,3,3,3,3
9016,5003,3,3,3,3
9016,5007,3,3,3,3
9046,4579,4,4,4,4
9073,4332,1,1,1,1
9161,4369,4,4,4,4
9203,4313,2,5,5,5
9203,4849,3,5,5,5
9216,5081,1,1,1,1
9246,4755,2,2,2,2
9251,4503,1,1,1,1
9256,5071,4,4,4,4
9262,4870,2,2,2,2
9337,4801,3,3,3,3
9355,4757,3,3,3,3
9373,5054,5,5,5,5
9388,4726,1,1,1,1
9495,5097,1,1,1,1
9508,5008,2,2,2,2
9544,4742,1,1,1,1
9545,4995,1,1,1,1
9597,4783,1,1,1,1
9772,4990,2,2,2,2
9811,4908,1,1,1,1
9811,4910,1,1,1,1
9827,4919,2,2,2,1
9827,4921,2,2,2,1
9849,5090,5,5,4,5
9849,5091,5,5,4,5
9906,4982,4,4,4,3
